tweet_id,sentiment,SenNumber,author,content,,,,,,,
1965421614,sadness,11,joe_g1986,Just saw a trailer for Batman Arkham Asylum and you can play as the Joker. But that's only PS3 exclusive. Damn  That hurt.,,,,,,,
1965421543,surprise,12,AlyssaaLouise,Rain  oh well it's still Friday!!,,,,,,,
1965421417,worry,13,veebelladonna,@DatBoyXO oh wow...hope he's ok  u take him 2 the vet?,,,,,,,
1965421391,neutral,9,teenage_winter,@Dogfaeries yes please,,,,,,,
1965421132,sadness,11,teachrtec,Mowing #6. I hate my lawn,,,,,,,
1965421116,worry,13,lozakasuperman,@NB82 aww sorry ot hear that  least its work though!,,,,,,,
1965421050,worry,13,bboysolo,@sanchaaaa im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,,,,,,,
1965420772,happiness,6,Mr_GaGa,"@JayDoub Hello, im good thank you - tottaly tired, been working lots today...tottaly shattered!  what about u",,,,,,,
1965420683,worry,13,JohannaJam,oh no! :| no more celebrity ding dong for ages,,,,,,,
1965420518,neutral,9,danielleannrose,@jordan0rly ahaha yay! im staying there until 2 only  going with anyone?,,,,,,,
1965420021,sadness,11,jonathonmc,"@Nkcaump Excellent pic! Wish I were there, but it's a long drive from TN.",,,,,,,
1965419876,worry,13,brigwyn,@Kreeoni I can't follow that one,,,,,,,
1965419762,neutral,9,ewhite079,Longest trackk meet everrr,,,,,,,
1965419713,fun,5,Car_leigh,Im had to leave early to go to piccolo practice.,,,,,,,
1965419171,relief,10,NykoleMazzola,so ready to go home,,,,,,,
1965419079,sadness,11,shona_elizabeth,"Waiting for Danny to text me back,,,  xoxo",,,,,,,
1965419077,neutral,9,hkallday,@BOYWALT409 actually tear induced,,,,,,,
1965418874,worry,13,Haarlz,@its_sb I swear mine was evil  it was green and everything LOL,,,,,,,
1965418822,sadness,11,nikhilbhaskaran,"Drove a #Mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more",,,,,,,
1965418795,worry,13,pjmudd,is not looking forward to returning to reality tomorrow.,,,,,,,
1965418622,sadness,11,stacksx,Love the movie Grease! Can't believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,,,,,,,
1965417904,neutral,9,St3phLuva,I hate funerals.,,,,,,,
1965417724,sadness,11,RayRay515,@MinaScope there is always traffic heading back here to long island on fridays.,,,,,,,
1965417719,neutral,9,emunderpants,Feels really bad for @crimescenevegas with his epic toothache. Wish there was more I could do than putting a pig in the microwave,,,,,,,
1965412275,hate,7,emokid5885,"y do i even bother getting a new fone..i just fucking break them anyway,,,fones dont float,,especially when thrown in the pool",,,,,,,
1965411999,sadness,11,DaniiDiaz,"@mitchelmusso i want to but i can't call you cause i live in argentina  I really really love you mitchel! You're AWESOME, you Rock!?",,,,,,,
1965411573,worry,13,cannemu,"@kirstiealley After many attempts, I can't figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",,,,,,,
1965411099,happiness,6,TashFairweather,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,,,,,,,
1965411013,sadness,11,POMuddRockOn,"@leischen1shows always come up when we have the money least, it's the rotten law of averages",,,,,,,
1965410687,neutral,9,receptiongal,"17 things to do, the last thing on my mind is cleaning up everyone's cake mess",,,,,,,
1965410639,empty,3,theabeast,"@Evulh I do text to twitter sometimes, but I don't receive any on my phone so....",,,,,,,
1965410525,sadness,11,GayeAlana,I want korean bbq so baddd but no one can come with me,,,,,,,
1965410351,worry,13,TheDEXpress,Uh-oh...it's becoming grey again out here. I hope it's not one of those &quot,pop-up showers&quot, on the way.,,,,,
1965410036,neutral,9,jerseymoongirl,nothing sobers you up faster than getting sprayed with a wet hose,,,,,,,
1965409971,worry,13,Alska,@elainanic  hope u feel better sweetie,,,,,,,
1965409809,worry,13,maikister,"@Linebeck Wrong  Besides, you wouldn't even draw for yourself now so giving yourself the &quot;responsibility&quot; to post there wud be better",,,,,,,
1965409662,hate,7,domesticgeek,Windows updates suck. There are so freaking many of them.,,,,,,,
1965409595,surprise,12,mtiller,"Upcoming trip...Italy, France and Belgium...yeah.  Sadly, no Germany.  Surprisingly bummed about that.  Almost a tradition.",,,,,,,
1965409300,hate,7,ChristineLanois,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this damn night shift........,,,,,,,
1965409232,happiness,6,reynnadelacruz,"@becckysmith aw no!  yeah I must say, it was very good haha",,,,,,,
1965409161,happiness,6,charly_murg,@rachyzilla still haven't been to the infamous liverpool store  my manager helped set it up said it's awesome (y),,,,,,,
1965408828,neutral,9,_Einfallslos,Postponed is not abandoned. //,,,,,,,
1965408533,worry,13,midniteonabeach,@markhoppus Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA,,,,,,,
1965408275,sadness,11,julierocks78,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",,,,,,,
1965408198,hate,7,fresherika,"@SeanyeWest the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl",,,,,,,
1965407980,worry,13,erictimmer,Also just realized that my digital voice recorder doesn't have a USB port!?!?! I think I picked the wrong model,,,,,,,
1965407807,sadness,11,reycz,@misssammibaby why are you sad?,,,,,,,
1965407605,neutral,9,cynicalpet,@knobzie their loss,,,,,,,
1965406920,sadness,11,Joyce8826,@JBOO46 when he's there. he wasn't there today. sadness!,,,,,,,
1965406793,worry,13,WavyGyrl,@souljaboytellem Lucky u Im stuck in the rain...,,,,,,,
1965406740,happiness,6,ImDennisTheSex,i have problems wih pizza..ii love it too much..i'm so addicted to pizza  and Dot Dot Curve. &gt,,,,,,,
1965406510,surprise,12,traceydukes,@HelloMissJean hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all @CthaGod fault he said u cancelled so I thought....,,,,,,,
1965405686,neutral,9,SnyJan,would some one plese suggest me a great thriller movie,,,,,,,
1965405570,sadness,11,horse8978,You such a good friend &lt,3 I miss you so much,,,,,,
1965405430,sadness,11,Applecored,A message from @Songoftheoss Could you let people know I have been booted off,,,,,,,
1965404870,worry,13,Haverholme,@Glinner I'm sorry. It sucks I can't get spotify free. I would never stop you but I just got 5 links from 3 different people. It's crud.,,,,,,,
1965404811,surprise,12,cpos,Parking garage concrete pole 1 -- the new Odessey 0.,,,,,,,
1965404327,worry,13,ashleychelle316,Missing Nate more than usual tonight,,,,,,,
1965404183,neutral,9,NiteStar,@jillvee Sounds great ... wish i had the $ do buy some!,,,,,,,
1965403946,neutral,9,elynette,I need a blackberry,,,,,,,
1965403410,worry,13,MKephart,Seth Green tells WalletPop his secrets of financial success as 'Unbroke' premieres. link was too long,,,,,,,
1965403281,neutral,9,kittenclawss,About to hop in the shower. I miss my little soap sud Ashley.,,,,,,,
1965403225,surprise,12,RockLobster09,had to throw out lotion at the air port terminal,,,,,,,
1965402758,sadness,11,iheartsbux,@Rachelamac aww you poor thing  hope all goes well!,,,,,,,
1965402328,worry,13,manniq416,I think the rain killed my phone,,,,,,,
1965401596,anger,1,iyaitssuzanne,rught brb on me ipod. if i randomly go off its cos me internet breaks,,,,,,,
1965401274,happiness,6,Giane127,"@selenagomez bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up",,,,,,,
1965401261,sadness,11,Blairxx,@juicystar007  man i wont be home to co host with you!  xo*blair,,,,,,,
1965401110,anger,1,sophmoreira,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane",,,,,,,
1965400983,neutral,9,lennytoups,".@throwedmind210 No sun  but I can see the ocean now..I almost ran over a squirrel driving home from the store, was so foggy! Where r you?",,,,,,,
1965400981,sadness,11,silvia4,"oh also... here's a clip of the new moon trailer, that i can't watch cuz i'm at work.   http://bit.ly/wXa9l",,,,,,,
1965400979,love,8,Cassii1112,"@JessieeeS I agree! mmm so good, i miss eating it with you tho",,,,,,,
1965400178,worry,13,theabeast,@AlpineKyle I am in the 'real world' which apparently involves a lot less twitter....  sorry!,,,,,,,
1965400016,worry,13,androidtomato,@SuprnaturlShana I'm sorry you're having a bad day   I was just looking back through. Do I need to give someone a knuckle sandwich?,,,,,,,
1965399611,neutral,9,shadowcat,No TV and no internet make Catherine something something?,,,,,,,
1965399214,worry,13,tweetieelovee,"@AndreaKoeln awww, im so sorry hun  im sure she didn't do it on purpose though, she seems so sweet! Maybe it was a 24 hour thing? :s",,,,,,,
1965399033,love,8,skyrien,@JosieChang I don't get it...,,,,,,,
1965399026,worry,13,loyaleagle,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,,,,,,,
1965398942,hate,7,Soninananah,@velvetella Hey! Polka dots or black dress. Both very glam. Mobile twitter's a bit crap at the mo.,,,,,,,
1965398724,sadness,11,daniellelani,Has a head cold,,,,,,,
1965398605,surprise,12,AnnieMaul,"@MartiniMisty Oh god, what was that thing! It scared me.",,,,,,,
1965398032,worry,13,wetarted_chica,Gonna miss the girlys soo super loads! Wish I wasn't going for 3 weeks! It's wayy to long,,,,,,,
1965397867,worry,13,notblue,Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,,,,,,,
1965397638,sadness,11,SkylerEvers,"@PatriciaErin *hugs* Oh gosh, I'm sorry",,,,,,,
1965396854,worry,13,TheRealJennZ,@thepresidentJx3 no one ever gave me the info I'm sad,,,,,,,
1965396466,neutral,9,Jordansgotgame,@mistersweaters one of them is,,,,,,,
1965396355,worry,13,Kimble09,@nina_serafina85 Its headed this way,,,,,,,
1965396184,worry,13,valeriegraham,Its finally nice out... An hour before we leave,,,,,,,
1965395886,worry,13,jennypoynter,"@kerryisonfire i just went to find that unity girl on bebo, i cant find her! i fail at bebo stalking",,,,,,,
1965393584,worry,13,blakeygirl80,"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30",,,,,,,
1965392926,neutral,9,williamtm,"@mattmecham Possibly, yes.",,,,,,,
1965392652,love,8,andreapichling,@mitchelmusso I want to talk with but the calls are so expensive  I LOVE YOU,,,,,,,
1965392276,surprise,12,margabee,Never commute in the rain. The people get so much meaner to you.,,,,,,,
1965392155,sadness,11,s_j1961,"@phillyreds sad, but true",,,,,,,
1965391696,happiness,6,alenabarros,I just want to watch my Naruto Shippuuden missed episodes.,,,,,,,
1965391424,neutral,9,calygal,"getting ready to start my work week, it's so not TGIF for me!! It's monday",,,,,,,
1965391145,worry,13,chareh,@lucashardy how are you gonna get them? I got bitten,,,,,,,
1965390931,worry,13,Haarlz,@its_sb I killed my furby tooo,,,,,,,
1965390905,worry,13,MayraAlejandra,"Okay, this weather isn't &quot;cute sundress&quot; friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",,,,,,,
1965390647,relief,10,bobbie_bush,Is helping out at church pianos +stairs+gravity= heavy,,,,,,,
1965390454,surprise,12,hibo928,Its humid today. Last night there was lightning. And now its humid,,,,,,,
1965390403,worry,13,xHaleyNicolex,so  im really borde and i dont know what i should do.,,,,,,,
1965390275,anger,1,cherry_Ade,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,,,,,,,
1965390251,fun,5,therealzyannah,"word is marlon brando gave him 25 cent . . . yeah , tha GODFATHER",,,,,,,
1965390139,neutral,9,cwind,Why the eff did @blairblends get suspended?!,,,,,,,
1965390125,surprise,12,emilymayy,just drove with my mom and brynn. my mom said im the worst driver EVER...really??,,,,,,,
1965390078,sadness,11,pf_c,"I feel like drinking wine, but I don't have any.",,,,,,,
1965390017,worry,13,EwMedia,"Had a great day, apart from the fact that I bought a USB HUB and as soon as I plugged it in, it broke!!!!    Damn you Tesco!!!!!!",,,,,,,
1965389952,love,8,shafikbasir,is up early to send someone off at the airport!  http://plurk.com/p/x2wsw,,,,,,,
1965389849,empty,3,lastkaled,Not found: the thing I was looking for,,,,,,,
1965389750,hate,7,skankincelt,Lol..2 people in falcon..and boo one of them being becca,,,,,,,
1965389607,hate,7,cjtwildcat,"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw",,,,,,,
1965389260,neutral,9,Abbie_xD,@PatsyTravers i think twitter hates every1 when it comes 2 photos! took me ages the other day 2 change my pic!! especially at this time!,,,,,,,
1965389132,hate,7,Jasperblu,"Living down @ Alki without off-street parking BLOWS. 3:30p &amp; there is no parking. Wkds are the worst, feel like a hostage.",,,,,,,
1965388688,neutral,9,Jessilovesmetal,I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,,,,,,,
1965388653,worry,13,DangerousBoots,owe i just burnt my hand on the toaster oven,,,,,,,
1965388611,happiness,6,salima2188,another great workout! but I'm feelin kind of funny,,,,,,,
1965388596,neutral,9,Amiix33,"omg, did anyone see the wee girl on bgt..!xx sucha shame",,,,,,,
1965388566,happiness,6,adeytengs,Thanks to my assignment im off to work today!,,,,,,,
1965388287,sadness,11,rayvenlove,So I really need to put the laptop down &amp, start getting ready for @melancholyjeans shindig...But I've missed my TwitterLoves all day,,,,,,
1965388271,sadness,11,melanie_susan,Everything is cool now. I wish the boy was able to talk.,,,,,,,
1965388073,worry,13,PinkyD245,@hatz94 Nooooo get on now! Haha i'll be gone later,,,,,,,
1965388031,neutral,9,mercyfieldhock1,six more finals to go,,,,,,,
1965387991,worry,13,SummerSunRays,@marting05  I know... he's mad at us... :'(,,,,,,,
1965387815,hate,7,DanielleFalk,whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML,,,,,,,
1965387513,sadness,11,wowsarah,At the library  being friggin bored.,,,,,,,
1965387343,happiness,6,sarahfleck,Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds.,,,,,,,
1965387062,worry,13,Chanayaa,Then it just HAD to start raining here. ughh... (via @dusktallon) haha you died   what did you do at muskoka,,,,,,,
1965387026,worry,13,merrijane,"@MissKittySF umm well i only go to house clubs and i never go to north beach so.no idea, sorry  been out 1x there 2 a now defunctlesi club",,,,,,,
1965387005,worry,13,LAURENASHLEY110,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,,,,,,,
1965386923,sadness,11,zaftigvegan,still no pool key. wth. it's even hot out today.,,,,,,,
1965386487,worry,13,whisperinwater,"Every time I pay off my library fine, I get a new one.  I'm a bad patron",,,,,,,
1965386405,happiness,6,nina_serafina85,@kimble09 yeah   but I'm jus glad the thunder stopped .,,,,,,,
1965385791,worry,13,luckygnahhh,"@alittletrendy but he was only 39  sorry, I tend to ramble about him,",,,,,,,
1965385619,sadness,11,joeldavies,new guitar hero metallica guitar is already broken  #fail,,,,,,,
1965385112,sadness,11,JBandMiley123,@mitchelmusso i cant get through,,,,,,,
1965384976,worry,13,DaniiDiaz,@mitchelmusso i love you but i can't call you cause i live in argentina  really really love you mitchel!,,,,,,,
1965384786,worry,13,cynicismRAWKS,@MysteryArtist I never knew,,,,,,,
1965384337,hate,7,melissadjahida,@Yermilla really? bcoz i'm not good in math &amp, we r learning sumthing that we won't need  so thats why i don't like math &amp, my teacher is uh,,,,,
1965384186,neutral,9,jenihajas,On my way to the viewing!,,,,,,,
